4, 9, 16, 14, 11, 5, 18, 10, 7, 3, 6, 12, 8, 17, 2
17, 13, 16, 8, 10, 4, 15, 1, 9, 18, 5, 19, 14, 20, 12
5, 9, 20, 19, 17, 13, 4, 7, 14, 18, 15, 11, 1, 6, 8
10, 18, 3, 12, 2, 13, 8, 15, 14, 1, 6, 17, 16, 11, 7
9, 3, 1, 15, 5, 4, 13, 17, 2, 8, 19, 7, 14, 10, 6
16, 13, 18, 20, 14, 5, 1, 3, 2, 10, 15, 6, 4, 17, 12
17, 10, 1, 9, 12, 18, 20, 3, 5, 8, 16, 7, 4, 2, 6
13, 6, 17, 16, 3, 2, 14, 19, 12, 18, 20, 4, 10, 5, 9
9, 12, 14, 4, 10, 11, 19, 18, 13, 15, 20, 17, 16, 3, 6
5, 4, 16, 18, 14, 19, 20, 15, 10, 17, 9, 13, 11, 7, 2
6, 20, 10, 17, 11, 18, 16, 3, 2, 14, 9, 8, 1, 19, 13
8, 1, 20, 11, 12, 6, 3, 2, 16, 7, 4, 18, 15, 14, 10
4, 20, 19, 7, 17, 3, 15, 16, 5, 14, 1, 2, 12, 13, 11
14, 15, 19, 12, 17, 7, 20, 13, 11, 2, 10, 3, 9, 18, 6
14, 2, 10, 6, 11, 9, 12, 18, 20, 1, 15, 19, 8, 17, 13
3, 7, 12, 10, 6, 15, 14, 4, 2, 5, 20, 8, 16, 17, 9
11, 9, 1, 17, 14, 13, 19, 7, 5, 20, 3, 16, 4, 8, 15
7, 6, 13, 9, 16, 3, 19, 5, 1, 11, 15, 10, 2, 18, 17
20, 5, 15, 8, 10, 7, 16, 13, 12, 14, 2, 9, 3, 4, 1
15, 3, 13, 19, 18, 4, 6, 11, 20, 17, 16, 8, 10, 2, 1
17, 6, 9, 4, 8, 15, 14, 12, 3, 5, 1, 2, 11, 10, 13
6, 7, 16, 15, 9, 10, 11, 17, 18, 4, 3, 12, 2, 1, 14
8, 3, 15, 10, 16, 13, 7, 12, 11, 14, 6, 2, 1, 4, 9
10, 2, 9, 16, 1, 20, 19, 3, 6, 8, 14, 4, 11, 13, 12
15, 6, 3, 12, 8, 16, 11, 19, 5, 20, 18, 13, 2, 7, 4
17, 13, 9, 10, 12, 16, 15, 6, 1, 11, 8, 2, 18, 20, 14
11, 2, 15, 7, 1, 19, 4, 18, 14, 20, 6, 5, 8, 12, 10
11, 17, 7, 10, 15, 12, 16, 19, 3, 5, 2, 6, 13, 1, 4
15, 8, 3, 2, 10, 19, 1, 16, 20, 17, 9, 18, 4, 7, 12
19, 18, 7, 13, 16, 3, 15, 2, 14, 12, 9, 20, 10, 4, 5
9, 10, 1, 5, 16, 8, 19, 4, 13, 3, 12, 7, 14, 18, 11
14, 7, 4, 18, 10, 8, 12, 5, 20, 2, 16, 13, 9, 3, 6
2, 14, 9, 19, 16, 15, 4, 12, 5, 6, 11, 20, 18, 10, 1
15, 14, 1, 13, 18, 6, 9, 8, 11, 2, 10, 16, 3, 19, 7
4, 10, 6, 8, 15, 18, 9, 14, 17, 3, 16, 12, 11, 1, 5
11, 9, 2, 19, 18, 7, 12, 14, 16, 3, 15, 13, 5, 8, 6
19, 14, 15, 6, 4, 17, 18, 9, 8, 10, 1, 12, 13, 16, 20
7, 16, 8, 13, 3, 5, 9, 19, 2, 18, 11, 14, 10, 20, 15
15, 1, 17, 9, 13, 19, 11, 2, 7, 12, 10, 4, 14, 18, 5
8, 1, 4, 10, 6, 18, 5, 11, 15, 2, 20, 3, 13, 16, 19
14, 7, 11, 19, 10, 1, 18, 16, 17, 2, 15, 13, 6, 3, 20
13, 20, 10, 3, 14, 2, 4, 1, 18, 5, 9, 15, 17, 8, 16
8, 9, 11, 13, 12, 15, 6, 14, 2, 4, 20, 5, 19, 3, 1
5, 14, 18, 8, 2, 7, 12, 6, 16, 1, 17, 10, 4, 15, 20
19, 8, 5, 14, 6, 7, 17, 16, 4, 20, 11, 13, 3, 1, 18
9, 15, 3, 1, 13, 7, 20, 17, 4, 14, 11, 18, 2, 6, 19
10, 4, 7, 9, 5, 1, 16, 12, 11, 3, 13, 6, 8, 18, 2
15, 20, 1, 5, 16, 8, 6, 3, 4, 12, 17, 18, 10, 11, 19
16, 17, 7, 11, 6, 1, 20, 10, 14, 19, 8, 15, 3, 4, 5
12, 3, 1, 16, 5, 8, 13, 2, 4, 15, 14, 9, 10, 11, 6
16, 18, 8, 3, 12, 20, 10, 19, 11, 13, 7, 9, 5, 15, 2
9, 16, 8, 13, 18, 20, 4, 3, 5, 1, 12, 15, 19, 14, 2
5, 12, 8, 3, 9, 1, 13, 2, 7, 19, 20, 4, 14, 18, 11
1, 9, 3, 6, 8, 5, 15, 2, 18, 4, 10, 7, 12, 16, 17
15, 13, 20, 2, 17, 7, 16, 8, 12, 10, 9, 18, 6, 5, 11
4, 18, 14, 10, 20, 19, 1, 11, 16, 17, 7, 5, 15, 8, 3
18, 15, 10, 20, 7, 3, 13, 11, 19, 6, 14, 2, 17, 9, 4
12, 5, 4, 10, 20, 1, 2, 18, 8, 9, 7, 19, 17, 6, 13
13, 16, 11, 1, 17, 2, 15, 9, 19, 6, 8, 14, 3, 20, 10
10, 16, 13, 6, 1, 4, 17, 2, 14, 20, 8, 12, 5, 11, 18
13, 2, 20, 9, 18, 17, 14, 3, 7, 12, 11, 6, 16, 19, 1
7, 3, 10, 17, 14, 16, 4, 2, 19, 20, 18, 15, 6, 9, 5
18, 13, 19, 14, 3, 15, 6, 8, 10, 2, 9, 16, 17, 5, 11
11, 7, 2, 19, 6, 4, 3, 20, 1, 10, 9, 12, 15, 18, 14
20, 19, 16, 5, 4, 9, 7, 18, 15, 17, 6, 10, 2, 11, 3
9, 1, 8, 13, 4, 11, 18, 17, 2, 3, 5, 20, 12, 16, 10
4, 7, 16, 5, 13, 12, 8, 2, 10, 11, 18, 14, 3, 20, 17
20, 4, 9, 19, 6, 10, 14, 16, 2, 11, 5, 18, 8, 17, 12
5, 18, 14, 17, 9, 1, 20, 15, 6, 12, 11, 16, 13, 10, 2
1, 14, 19, 9, 15, 11, 13, 8, 10, 16, 7, 6, 20, 3, 2
5, 2, 3, 15, 8, 10, 12, 18, 17, 1, 9, 6, 20, 19, 11
6, 16, 3, 10, 5, 8, 18, 17, 15, 19, 12, 4, 13, 2, 14
15, 3, 20, 13, 8, 12, 4, 10, 11, 16, 14, 19, 18, 1, 9
11, 19, 17, 5, 4, 14, 3, 7, 12, 15, 2, 1, 13, 20, 6
16, 4, 2, 9, 12, 17, 5, 14, 20, 19, 18, 13, 8, 10, 6
6, 7, 13, 4, 9, 5, 11, 15, 12, 16, 2, 14, 19, 1, 3
3, 8, 13, 20, 9, 19, 11, 12, 10, 1, 7, 15, 5, 18, 14
8, 2, 17, 1, 14, 10, 3, 19, 18, 9, 12, 16, 7, 6, 11
